id,empresa,nps,npstipo,causa1,causa2,causa3,region,prod,verbatim,problema,servicio,conveniencia,relacionamiento
2000155273,Claro,9,Promotores,La calidad y cobertura de la señal,Velocidad de conexión a internet desde el celular,Velocidad de conexión a internet desde el celular,LITORAL,Prepago,tiene buen servicio a veces me demoro en pagar y me permiten 2 o 3 para pagar el servicio ademas no he tenido problema,True,False,False,False
2000014685,Claro,7,Neutros,La calidad y cobertura de la señal,Velocidad de conexión a internet desde el celular,Velocidad de conexión a internet desde el celular,AMBA,Mixto,la atencion al cliente tengo que llamar mas de 5 veces para que me solucionar los planes a la hora del aumento me aumentaron sin avisarme y pague mas,False,True,True,True
2000177972,Claro,9,Promotores,La atención al cliente,Facilidad de compra (nuevas líneas equipos chips prepagos,Facilidad de compra (nuevas líneas equipos tarjetas de cré,SUR,Mixto,porque nunca he tenido problemas con el servicio en mi lineami internet es muy rapido y no se paran los videos,True,True,False,False
2000016927,Personal,5,Detractores,Los precios y variedad de planespacks,Beneficios en las recargas (Multiplica crédito sms ilimitad,InternetDatos a través de celular,AMBA,Mixto,porque es caro hay otras empresas que son baratas con relacion a los minutos personal es pocas lo que me dan,False,False,True,False
2000165641,Movistar,10,Promotores,La calidad y cobertura de la señal,Velocidad de conexión a internet desde el celular,Velocidad de conexión a internet desde el celular,SUR,Mixto,porque aca en la zona anda perfecto y bien por ejemplo aca igual tenemos claro y persona pero personal anda muy mal y movistar responde bien nunca e tenido problemas el internet es bueno osea el rapido y fluido,True,True,False,False
2000001626,Movistar,10,Promotores,La atención al cliente,Cordialidad en la atención (telefónica locales comerciales),Cordialidad en la atención telefónica,AMBA,Prepago,porque tiene señal en todos lados y esta bueno,False,True,False,False
2000017381,Claro,8,Neutros,Los precios y variedad de planespacks,Precio de la recarga,Números gratisamigoscomunidad,AMBA,Mixto,la del internet no me permite enviar videos ni mensajes y de las llamada porque escucho interferencia,False,True,False,False
2000006633,Movistar,8,Neutros,La calidad y cobertura de la señal,Calidad de envío de mensajes (SMS yo Whatsapp yu otras apl,Calidad de envío de mensaje de texto (SMS),AMBA,Postpago,el servico la cobertura en algunas zonas y la señal 4g de la capital,False,True,False,False
2000011706,Movistar,7,Neutros,Los precios y variedad de planespacks,Números gratisamigoscomunidad,Mensajes de texto incluidos en el plan,AMBA,Prepago,mejorar los precios de los abonos me dura poco las pocas que hago una recarga me llaman mucho del centro de movistar para aceder a un plan,False,True,True,False
2000014677,Claro,8,Neutros,Los precios y variedad de planespacks,Precio de la recarga,Números gratisamigoscomunidad,AMBA,Prepago,consume mucho el internet en gogle cuando voy a plicacion,False,True,False,False
2000007092,Movistar,8,Neutros,La calidad y cobertura de la señal,Calidad de llamadas,Calidad de llamadas,AMBA,Mixto,la señal porque se va ,False,True,False,False
2000009830,Movistar,9,Promotores,La calidad y cobertura de la señal,Calidad de llamadas,Calidad de llamadas,AMBA,Mixto,porque nunca me e quedado sin linea y cuando tuve un problema me lo resolvieron al instante,True,False,False,False
2000154399,Claro,7,Neutros,La calidad y cobertura de la señal,Calidad de llamadas,Calidad de llamadas,LITORAL,Mixto,la señalen el lugar donde vivo hay parte donde la señal no ingresa en los barrios nuevos que ha realizo el gobierno donde hay edificio no anda muy bien la señal se corta,False,True,False,False
2000155297,Claro,4,Detractores,La calidad y cobertura de la señal,Velocidad de conexión a internet desde el celular,Velocidad de conexión a internet desde el celular,LITORAL,Mixto,las fallas son el internet la falta de velocidad no consumo todo el credito(saldo) y me lo quitan deberia ser acumulativo ya que no lo termino de consumir falta de señal ejm me llaman y las llamadas no me llegan,False,True,False,False
2000014745,Claro,8,Neutros,Los precios y variedad de planespacks,Precio de la recarga,Números gratisamigoscomunidad,AMBA,Mixto,tiene que mejorar la señal porque en los campos no hay antenas cerca y se queda sin señal,False,True,False,False
2000013600,Movistar,6,Detractores,Los precios y variedad de planespacks,Precio del plan,Precio del planBeneficios en las recargas (Doble crédito m,AMBA,Mixto,porque en realidad le pongo 6 porque las demas lineas son malas y movistar esta ahi y en movistar la facturacion es malisima pesima,False,False,True,False
2000177379,Claro,8,Neutros,La calidad y cobertura de la señal,Velocidad de conexión a internet desde el celular,Velocidad de conexión a internet desde el celular,SUR,Mixto,la señal ya que a veces el internet se pone muy lento para entrar a las paginas e investigar,False,True,False,False
2000006199,Personal,8,Neutros,Los precios y variedad de planespacks,Precio del plan,Precio del planBeneficios en las recargas (Doble crédito m,AMBA,Mixto,por la señal falla en donde vivo en delta no tengo mucha señal,False,True,False,False
2000012793,Movistar,8,Neutros,La calidad y cobertura de la señal,Velocidad de conexión a internet desde el celular,Velocidad de conexión a internet desde el celular,AMBA,Mixto,el internet se me corta y hay dia que tengo y dias que no tengo depende del lugar donde este en atencion al cliente que cuando llame que por favor atiendan y no me hagan esperar mucho,False,True,False,True
2000012586,Movistar,7,Neutros,La modalidad de pago de la factura y compra de producto,Claridad y simplicidad de la factura,Facilidad para encontrar puntos de venta y pago,AMBA,Postpago,la señal ya que depende de la zona donde este hay o no buena señal,False,True,False,False
2000155961,Claro,9,Promotores,La calidad y cobertura de la señal,Estabilidad de conexión a internet desde el celular,Estabilidad de conexión a internet desde el celular,LITORAL,Postpago,tiene buen servicio cuando recibo llamadas  no hay problemas con la distancia,True,True,False,False
2000008167,Movistar,6,Detractores,La calidad y cobertura de la señal,Estabilidad de conexión a internet desde el celular,Estabilidad de conexión a internet desde el celular,AMBA,Mixto,el problemas esta en el sistema en general se intercorta la llamda nos cuesta cominucarme la comunicacion no es fluida,True,True,False,False
2000010281,Movistar,10,Promotores,La calidad y cobertura de la señal,Estabilidad de conexión a internet desde el celular,Estabilidad de conexión a internet desde el celular,AMBA,Prepago,lo recomiendo por que siempre hay señal en las zonas a donde me dirijo los servicios que tiene son buenos,False,True,False,False
2000005792,Movistar,5,Detractores,La calidad y cobertura de la señal,Calidad de llamadas,Calidad de llamadas,AMBA,Mixto,digamos que no tiene buena señal para llamadas y los msj a veces no salen el cementerio de olonne zona donde puede ocurrir,False,True,False,False
2000178029,Movistar,8,Neutros,El sistema de beneficios CLUB (puntos descuentos a socios,Facilidad de adquirir puntos,Claridad y simplicidad de la factura,SUR,Mixto,tiene que mejorar la atencion al publico a travez de la telfonica celular call center pagina web para tramitar queria cambiar un abono pero me demoraba en encontrar la opcion y la facilidad para disminuir el abono no me otorgan,False,False,True,True
2000009078,Movistar,5,Detractores,Los servicios adicionales (música videos juegos email re,Redes sociales (Facebook Twitter etc),Contratar dar de baja servicios adicionales,AMBA,Postpago,las tarifas lo caro que es el plan,False,False,True,False
2000000001,Claro,10,Promotores,La calidad y cobertura de la señal,Cobertura de la señal (para Solo voz yo sms),Cobertura de la señal,AMBA,Mixto,xxxxxxx,False,False,False,False
2000176767,Claro,10,Promotores,La modalidad de pago de la factura y compra de producto,Facilidad de compra (pago de factura compra de crédito),Email,SUR,Mixto,porque nunca tube problemas y si los tube siempre me resolvieron,True,False,False,False
2000156114,Personal,10,Promotores,La atención al cliente,Cordialidad en la atención (telefónica locales comerciales),Cordialidad en la atención telefónica,LITORAL,Mixto,porque anda bien en señal,False,True,False,False
2000012808,Movistar,8,Neutros,La calidad y cobertura de la señal,Estabilidad de conexión a internet desde el celular,Estabilidad de conexión a internet desde el celular,AMBA,Postpago,mejorar los precios de importes extras llamadas a fijosinternet cuando te quedas sin datos mejorar la cobertura de internet en el interior del pais,False,True,True,False
2000011688,Movistar,9,Promotores,La calidad y cobertura de la señal,Calidad de llamadas,Calidad de llamadas,AMBA,Prepago,por la facilidad que dan siempre y para la clase que somos nosotros es mas accesible,False,False,False,False
2000003839,Movistar,8,Neutros,Los precios y variedad de planespacks,Plan todo en uno (combina llamados mensajes de texto datos,Precio del equipo,AMBA,Mixto,por los datos para entrar a internet tiene que mejorar hay varios lugares que no puedo ingresar por la zona donde vivo,False,True,False,False
2000012342,Movistar,6,Detractores,La calidad y cobertura de la señal,Calidad de llamadas,Calidad de llamadas,AMBA,Mixto,falla comunicacion llamadas que caen contestara y falla estando el telefono prendido,False,True,False,False
2000149687,Movistar,8,Neutros,La calidad y cobertura de la señal,Calidad de llamadas,Calidad de llamadas,LITORAL,Mixto,la señal no ingresa mis mensajes,False,True,False,False
2000016247,Claro,10,Promotores,Los precios y variedad de planespacks,Packs (sms + internet sms+minutos contestador nros grati,Otros,AMBA,Prepago,porque tiene buen internet los mensajes son muy rapidos las llamdas todo muy bien ejemplo es muy rapido osea esta muy bueno,False,True,False,False
2000013089,Movistar,6,Detractores,La calidad y cobertura de la señal,Cobertura de la señal (para Solo voz yo sms),Cobertura de la señal,AMBA,Mixto,en este momento estoy en el patio y aun asi se corta la señal siempre que llame y me queje nunca me solucionaron los problemas yo pago una mensualidad no uso el saldo completo y no me parece justo perder el sobrante de credito,True,True,False,True
2000176871,Personal,7,Neutros,La calidad y cobertura de la señal,Velocidad de conexión a internet desde el celular,Velocidad de conexión a internet desde el celular,SUR,Mixto,el servicio internet se cae mucho es lento,False,True,False,False
2000176013,Claro,8,Neutros,La calidad y cobertura de la señal,Cobertura de la señal (para Solo voz yo sms),Cobertura de la señal,SUR,Postpago,no tengo nada para que mejore lo que uso para mi es suficiente no le puedo poner 9 o 10 porque para mi es demasiado colocar eso para mi 8 esta bien,False,False,False,False
2000007233,Movistar,9,Promotores,La calidad y cobertura de la señal,Calidad de llamadas,Calidad de llamadas,AMBA,Prepago,porque es sencillo tiene buena señalejemplo hay partes donde se queda señal y no se si es movistar que tiene problemas en la zona y por ese motivo no califico con 10,True,True,False,False
2000016630,Claro,5,Detractores,La calidad y cobertura de la señal,Cobertura de la señal (para Solo voz yo sms),Cobertura de la señal,AMBA,Prepago,porque no me gusta la señal y puedo comunicar en el whatsappy mensajes solo usa para claro a claro,False,True,False,False
2000017932,Movistar,2,Detractores,La calidad y cobertura de la señal,Velocidad de conexión a internet desde el celular,Velocidad de conexión a internet desde el celular,AMBA,Mixto,le pongo 2 a movistar por los sieguientes motivos en mi zona no tengo señal el internet no lo puedo usar las suscripciones me consumen el credito me voy a pesacar o pasear y no tengo nada de ceñal ya desde mi casa no hay señal solo en buenos aires solo me funciona y en la plata tambien,False,True,False,False
2000156301,Claro,7,Neutros,La atención al cliente,Tiempo de espera en la atención (telefónica locales comerci,Tiempo de espera en la atención telefónica,LITORAL,Postpago,a veces sistema no se puede enviar porque no hay internet,False,True,False,False
2000010208,Movistar,3,Detractores,La calidad y cobertura de la señal,Cobertura de la señal (para Solo voz yo sms),Cobertura de la señal,AMBA,Postpago,falta de señal en las islas para hablar,False,True,False,False
2000016149,Claro,8,Neutros,La calidad y cobertura de la señal,Cobertura de la señal (para Solo voz yo sms),Cobertura de la señal,AMBA,Prepago,mejorar la señal,False,True,False,False
2000156997,Claro,8,Neutros,Los precios y variedad de planespacks,Números gratisamigoscomunidad,Mensajes de texto incluidos en el plan,LITORAL,Mixto,hay pocas antenas en lugar y hay lugares donde no hay señal y eso evita que tengamos servicio,False,True,False,False
2000018116,Movistar,7,Neutros,La calidad y cobertura de la señal,Cobertura de la señal (para Solo voz yo sms),Cobertura de la señal,AMBA,Postpago,que mejore la recepcion de internet da5tos moviles en casa 3es muy lento o se corta,False,True,False,False
2000177309,Claro,9,Promotores,La calidad y cobertura de la señal,Calidad de envío de mensajes (SMS yo Whatsapp yu otras apl,Calidad de envío de mensaje de texto (SMS),SUR,Prepago,porque nunca he tenido problemas hay parientes que tienen otras lineas y se quejan aqui en mi barrio personal se queda sin linea y yo nunca tube problemas con claro y no lo uso mucho y por eso  no puedo quejar,True,False,False,False
2000014005,Movistar,10,Promotores,Los precios y variedad de planespacks,Plan todo en uno (combina llamados mensajes de texto datos,Precio del equipo,AMBA,Mixto,es una buena empresa te dan muchos beneficos me dan muchos megas para tengo what ilimitado tengo muchas llamadasme gusta mas movistar que las otras compañias,False,True,False,False
2000012855,Movistar,7,Neutros,Los precios y variedad de planespacks,Precio del plan,Precio del planBeneficios en las recargas (Doble crédito m,AMBA,Postpago,tiene que mejorar los precios de los abonos es muy caro para los 10 gb que me dan,False,False,True,False
2000001270,Personal,9,Promotores,La calidad y cobertura de la señal,Velocidad de conexión a internet desde el celular,Velocidad de conexión a internet desde el celular,AMBA,Mixto,porque generalmente tengo buen servicio en cuanto conexion de internet mensajes y llamadas y cuando tengo algun problema tienen varias vias de comunicacion y atienden rapido,True,True,False,True
2000005910,Movistar,10,Promotores,La atención al cliente,Tiempo de espera en la atención (telefónica locales comerci,Tiempo de espera en la atención telefónica,AMBA,Postpago,porque tuve las otras compañias son cero no tengo problemas tengo señal en todos lados yo viajo mucho me pudo comunicar simepre y si tengo algun problema me lo solucionan,True,True,False,True
2000000961,Movistar,7,Neutros,La calidad y cobertura de la señal,Calidad de llamadas,Calidad de llamadas,AMBA,Mixto,la velocidad del internet porque por momentos se va la señal,False,True,False,False
2000016944,Claro,9,Promotores,La atención al cliente,Atención en servicio técnico,Atención en servicio técnico,AMBA,Prepago,la señal en todo esto y la señal de internet que agarra,False,True,False,False
2000016543,Claro,6,Detractores,La calidad y cobertura de la señal,Estabilidad de conexión a internet desde el celular,Estabilidad de conexión a internet desde el celular,AMBA,Prepago,porque es un poco costoso,False,False,True,False
2000015957,Personal,10,Promotores,La calidad y cobertura de la señal,Velocidad de conexión a internet desde el celular,Velocidad de conexión a internet desde el celular,AMBA,Mixto,en personal pago una sola cuota y tengo internet buena señal en todos ladostiene llamadas y mensajes gratis a toda la compañias nunca me cambian la boleta y si la cambian me avisan,False,True,False,False
2000015799,Claro,10,Promotores,La calidad y cobertura de la señal,Estabilidad de conexión a internet desde el celular,Estabilidad de conexión a internet desde el celular,AMBA,Mixto,porque no tengo ningun problema o  inconveniente,True,False,False,False
2000008386,Movistar,8,Neutros,Los servicios adicionales (música videos juegos email re,Descarga de música,Descarga de videos,AMBA,Mixto,solo que hay problemas con la linea no me mandan la factura con mi abono hay fechas que me avisan tarde y aveces me suben el abono pero despues de alli estoy satisfecha,True,False,True,False
2000168014,Movistar,0,Detractores,La calidad y cobertura de la señal,Velocidad de conexión a internet desde el celular,Velocidad de conexión a internet desde el celular,SUR,Prepago,porque mis llamadas se cortan los mensajes llegan tardes las llamadas tengo que marcar varias veces para que ingresen,False,True,False,False
2000004076,Claro,7,Neutros,Los precios y variedad de planespacks,Plan todo en uno (combina llamados mensajes de texto datos,Precio del equipo,AMBA,Mixto,el tema de las promociones (precio de la factura) mejorar los beneficios que brinda,False,False,True,False
2000007837,Movistar,8,Neutros,Los precios y variedad de planespacks,Precio del plan,Precio del planBeneficios en las recargas (Doble crédito m,AMBA,Mixto,tiene que mejorar el precio de abono me cobran por muchas cosas cuando yo solo utilizo llamadas tener tarifas minimas,False,True,True,False
2000008616,Movistar,7,Neutros,La calidad y cobertura de la señal,Calidad de envío de mensajes (SMS yo Whatsapp yu otras apl,Calidad de envío de mensaje de texto (SMS),AMBA,Prepago,mejores los lugares de señal de 4g tengo mas beneficios mas alla de ello,False,True,False,False
2000004850,Movistar,8,Neutros,La calidad y cobertura de la señal,Cobertura de la señal (para Solo voz yo sms),Cobertura de la señal,AMBA,Prepago,tema de la señal se le va la señal puede ser por el lugar donde vivo o por las paredes pero se me va la señal en general la linea queda en emergencia,False,True,False,False
2000151735,Claro,8,Neutros,La calidad y cobertura de la señal,Velocidad de conexión a internet desde el celular,Velocidad de conexión a internet desde el celular,LITORAL,Prepago,mejorar el internet anda muy lento el 4g en mi mobil que me llamen o me avisen antes de cambiar mi plan,False,True,True,False
2000008728,Movistar,0,Detractores,La calidad y cobertura de la señal,Calidad de llamadas,Calidad de llamadas,AMBA,Mixto,no tengo señal la mitad del tiempo,False,True,False,False
2000015236,Claro,8,Neutros,Los precios y variedad de planespacks,Otros Especificar,Financiación de equipos,AMBA,Prepago,la  señal para el internet y para las cominicaciones que a veces se cae cuando uno quiere recargar tendrian que poner con la tarjeta visa,False,True,True,False
2000007839,Movistar,10,Promotores,La atención al cliente,Cordialidad en la atención (telefónica locales comerciales),Cordialidad en la atención telefónica,AMBA,Prepago,porque anda bien con el tema del internet nunca tuve problemas,True,True,False,False
2000006219,Movistar,8,Neutros,Los precios y variedad de planespacks,Precio del plan,Precio del planBeneficios en las recargas (Doble crédito m,AMBA,Mixto,el importe del abono,False,False,True,False
2000010227,Movistar,9,Promotores,Los precios y variedad de planespacks,InternetDatos a través de celular,Plan todo en uno (combina llamados mensajes de texto datos,AMBA,Prepago,porque tiene mas capacidad de internet y es mas barato en el internet y en las llamadas recargo 100 pesos y me dura una semana,False,True,True,False
2000008730,Claro,10,Promotores,La calidad y cobertura de la señal,Estabilidad de conexión a internet desde el celular,Estabilidad de conexión a internet desde el celular,AMBA,Mixto,excelente servicio,False,False,False,False
2000003082,Movistar,6,Detractores,Los precios y variedad de planespacks,Precio del plan,Precio del planBeneficios en las recargas (Doble crédito m,AMBA,Mixto,porque 4g no funciona no hay señal en ytodos lados ,False,True,False,False
2000009103,Movistar,8,Neutros,La (variedad disponibilidad precio) de los equipos celular,Financiación de equipos (cuotas sin interés  cuotas fijas),Opción de comodato,AMBA,Mixto,con el tema del internet que me parce mucho el precio de mi factura,False,True,True,False
2000009391,Movistar,7,Neutros,Los precios y variedad de planespacks,InternetDatos a través de celular,Plan todo en uno (combina llamados mensajes de texto datos,AMBA,Mixto,la calidad del servicio muy dificil comunicarse con la operadora cuando hay un inconveniente,False,False,False,False
2000158203,Claro,6,Detractores,La modalidad de pago de la factura y compra de producto,Financiación de la factura,Descarga de música,LITORAL,Mixto,porque me cobran muy caro el sericio,False,False,True,False
2000001359,Movistar,9,Promotores,La atención al cliente,Cordialidad en la atención (telefónica locales comerciales),Cordialidad en la atención telefónica,AMBA,Prepago,no ha tenido probolema realmente no,False,False,False,False
2000169454,Movistar,8,Neutros,La atención al cliente,Tiempo de espera en la atención (telefónica locales comerci,Tiempo de espera en la atención telefónica,SUR,Mixto,el tema del internet el servicio que tiene se corta mucho,False,True,False,False
2000183098,Claro,10,Promotores,La atención al cliente,Cordialidad en la atención (telefónica locales comerciales),Cordialidad en la atención telefónica,SUR,Prepago,porque yo hasta ahora no he tenido problema es eficiente la operadora,True,False,False,False
2000152403,Movistar,8,Neutros,La atención al cliente,Atención en servicio técnico,Atención en servicio técnico,LITORAL,Mixto,he no me gusto desde un principio que cuando solicite la linea se me habia activado despues de 3 semes unos servicios tecnicos,False,False,False,False
2000156067,Claro,9,Promotores,La atención al cliente,Cordialidad en la atención (telefónica locales comerciales),Cordialidad en la atención telefónica,LITORAL,Prepago,nunca tuve problema al comunicarme,True,False,False,False
2000168215,Movistar,0,Detractores,Los servicios adicionales (música videos juegos email re,Redes sociales (Facebook Twitter etc),Contratar dar de baja servicios adicionales,SUR,Postpago,me roba los megas por internet no cumple con lo dice,False,True,False,False
2000001866,Movistar,8,Neutros,Los servicios adicionales (música videos juegos email re,Descarga de música,Descarga de videos,AMBA,Prepago,la señal es muy mala se corta demasiada,False,True,False,False
2000004837,Movistar,9,Promotores,La modalidad de pago de la factura y compra de producto,Facilidad de compra (pago de factura compra de crédito),Email,AMBA,Prepago,nunca tuvo problemas con la señal,True,True,False,False
2000167288,Personal,10,Promotores,La atención al cliente,Resolución de problemas (en la atención telefónica en los l,Resolución de problemas en la atención telefónica,SUR,Mixto,porque son accesibles vos le planteas algun problema y resuelven el tema economico mas que nada,True,False,True,True
2000004320,Movistar,9,Promotores,La calidad y cobertura de la señal,Cobertura de la señal (para Solo voz yo sms),Cobertura de la señal,AMBA,Prepago,no me quedo sin señal muy raras vecestiene muy buenos planes,False,True,True,False
2810000005,Personal,7,Neutros,Los servicios adicionales (música videos juegos email re,Redes sociales (Facebook Twitter etc),Contratar dar de baja servicios adicionales,AMBA,Prepago,debe mejorar el internet porque 50 megas dura 10 minutos y debe mejorarlo,False,True,False,False
2810000008,Personal,8,Neutros,La calidad y cobertura de la señal,Calidad de llamadas,Calidad de llamadas,AMBA,Mixto,bonos extras tener mas velocidad el alcanze,False,True,False,False
2000010034,Movistar,8,Neutros,La (variedad disponibilidad precio) de los equipos celular,Variedad de equipos (marcas y modelos),Oferta de accesorios,AMBA,Postpago,que sea mas clara la factura y que no llege al termino la factura y que cuando quiero pasar saldo a otro celular el monto es muy bajo debe ser mas alto,False,False,True,False
2810000050,Personal,7,Neutros,La atención al cliente,Resolución de problemas (en la atención telefónica en los l,Resolución de problemas en la atención telefónica,AMBA,Mixto,atencion al cliente lo que pida el cliente se cumpla imcuple lo que pide el cliente,False,False,False,True
2000176309,Claro,7,Neutros,La calidad y cobertura de la señal,Cobertura de la señal (para Solo voz yo sms),Cobertura de la señal,SUR,Mixto,la señal en el sur,False,True,False,False
2000035273,Movistar,8,Neutros,Los precios y variedad de planespacks,Packs (sms + internet sms+minutos contestador nros grati,Otros,MEDITERRANEA,Prepago,mejorar un poco mas de la señal ya que en unos lugares no hay mucha señal como en medio de un edificio de 10 planatas ya en la segunda planta no hay señal,False,True,True,False
2000021317,Movistar,8,Neutros,Los precios y variedad de planespacks,Precio del plan,Precio del planBeneficios en las recargas (Doble crédito m,MEDITERRANEA,Mixto,realmente los valores de los planes son caros,False,False,True,False
2000039398,Claro,8,Neutros,El sistema de beneficios CLUB (puntos descuentos a socios,Diferencial en el servicio (mayor vigencia de packs regalos,Autonomía de chequeo de consumo cuentas y pago online,MEDITERRANEA,Prepago,8 por decir porque yo no tengo problemas con claro,True,False,False,False
2000021672,Claro,9,Promotores,La atención al cliente,Resolución de problemas (en la atención telefónica en los l,Resolución de problemas en la atención telefónica,MEDITERRANEA,Mixto,minutos que me dan,False,False,False,False
2000027725,Personal,5,Detractores,La calidad y cobertura de la señal,Otros,Otros,LITORAL,Mixto,por un tema de contrato ya que a traves de la compra de un equipo no me indicaron que el mismo venia con un plan black yo no sabia del mismo y me indicaron que no podia hacer cambio del plan hasta noviembre del año pasado y el precio era muy excesivo,False,False,True,False
2000022615,Movistar,9,Promotores,La calidad y cobertura de la señal,Estabilidad de conexión a internet desde el celular,Estabilidad de conexión a internet desde el celular,MEDITERRANEA,Mixto,porque siempre brinda buen servicio y el rooming es de buen servicio y de bajo costo,False,False,False,False
2810000315,Personal,8,Neutros,La calidad y cobertura de la señal,Cobertura de la señal (para Solo voz yo sms),Cobertura de la señal,AMBA,Prepago,tiene que mejorar los datos de navegacion,False,True,False,False
2810000413,Personal,8,Neutros,Los precios y variedad de planespacks,Packs (sms + internet sms+minutos contestador nros grati,Otros,AMBA,Mixto,debe mejorar la señal el internety por ejemplo no se si es donde vivo pero no hay señal me llaman y se corta la comunicacion al internet se le carga mas megas y no te abre tarda en cargar las paginas,False,True,False,False
2810000422,Personal,8,Neutros,La modalidad de pago de la factura y compra de producto,Facilidad para encontrar puntos de venta y pago,Descarga de juegos y aplicaciones,AMBA,Mixto,el tema de facturacion despues de 2 compras al mes no puedes seguir pagando con la tarjeta,False,False,True,False
2000000053,Claro,9,Promotores,La atención al cliente,Tiempo de espera en la atención (telefónica locales comerci,Tiempo de espera en la atención telefónica,AMBA,Mixto,por el tiempo que lo tengo no tuve problemas en la señal en los lugares lejos como chancomuco para el uso del internet instagram facebook,True,True,False,False
